title,plot,type,runtime,genre,vector
The Good Dinosaur,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",movie,93 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy","[ 0.21209349 -0.8263836   0.23741059  0.8798561  -0.44843495 -0.3014286
 -0.10033313 -0.19748683 -0.30424845 -0.15230614  0.29467198  0.23830271
  0.39162278 -0.1275817  -0.37150994  0.13416584 -0.7410268   0.3741378
  0.13374534 -0.52494234 -0.65058404  0.25788486 -0.36509547 -0.22924308
  0.29566458  0.08699337  0.46147382 -0.6338889   0.12343982  1.0027128
  0.23904203 -0.21241899 -0.24988033 -0.57289994 -0.35396823 -0.4135023
 -0.09768844  0.9394973  -0.15936501 -0.00569884 -0.40512824  0.6800425
 -0.12179027  0.36093533 -0.03874977 -0.04267341 -0.5774459   0.28857118
  0.21213587  0.5103914  -0.217264    1.0575423   0.11857159  0.03091816
 -0.00852541  0.4591081   0.10566588  0.31234524 -0.4822667   0.21511632
 -0.5150413   0.26430467  0.04485494 -0.76057035 -0.02258302 -0.6590522
  0.27608213  0.5593497  -0.05124034 -0.43767774  0.02616477  0.07851235
  0.6190615  -0.3105369  -0.02501111 -0.20482428 -0.60333586 -0.52897483
  0.39176813 -0.39659476 -0.08447353 -0.08730052 -0.92629164 -0.26223272
  0.09135324  0.646589   -0.01290509 -0.23133053 -0.01513447 -0.127122
 -0.4116731  -0.08882055  0.73897046  0.15589403 -0.29649922  0.11169726]"
The Great Mouse Detective,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",movie,74 min,"Animation, Adventure, Family, Musical, Mystery","[ 0.274647   -0.94896626  0.41130382  1.2175986  -0.2557225  -0.3375249
  0.27946326 -0.10688761 -0.1589675  -0.29971766  0.4401936  -0.01617418
  0.51310843 -0.30961785 -0.52267176  0.15664105 -0.5358177   0.31431013
 -0.0586241  -0.56206745 -0.6031735   0.04060799 -0.2954546   0.06828864
  0.6996018   0.03178819  0.29608285 -0.523152   -0.10430778  1.0690161
 -0.15267563 -0.08481572 -0.4382191  -0.5485257  -0.5113413  -0.35405898
 -0.12269439  0.63762164 -0.46562177 -0.1037266  -0.6669338   0.5046636
 -0.3374763   0.82537425 -0.09060224  0.5097201  -0.60786045  0.1383799
 -0.18597504  0.27614123 -0.21094473  0.81397504 -0.05849087 -0.22241127
 -0.19062346  0.11436835  0.00925046  0.35841057 -0.15402736  0.24757749
 -0.48440507  0.08067739  0.00461349 -0.68647283 -0.10119012 -0.36279625
  0.367393    0.910808   -0.1719994  -0.4463085   0.40139553 -0.11543465
  0.58437103 -0.40084714  0.14557905 -0.23660862 -0.7641196  -0.6549536
  0.4739575  -0.17659351 -0.36574113 -0.10339233 -0.45494366 -0.32012045
  0.08201528  0.25396073  0.1260727  -0.3773458  -0.16720729  0.0885585
 -0.21228045 -0.4136593   0.91076577  0.04212109  0.21256366  0.40296808]"
The Great Muppet Caper,"Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy.",movie,97 min,"Adventure, Comedy, Crime, Family, Musical, Mystery","[ 0.39884815 -0.9524425   0.17071767  0.82774645 -0.10047515 -0.32554796
  0.5592617   0.17013961 -0.3048334  -0.3731001  -0.025648    0.1488128
  0.17614509 -0.42994702 -0.8597332  -0.06037776 -0.49462193  0.44618833
  0.23446369 -0.5639255  -0.7856132  -0.02592561 -0.23499176 -0.09044464
  0.43134463  0.04875901  0.3178733  -0.29255116  0.21961069  1.0576721
 -0.12980828 -0.06826457 -0.7437731  -0.66579205 -0.7032122  -0.42055172
  0.12892425  0.8624841  -0.42857254  0.08144486 -0.24433093  0.5454669
 -0.458305    0.6620449  -0.08862267  0.6386124  -0.60423934  0.23751965
 -0.02247229  0.33974394 -0.03871614  0.83501786 -0.1488289  -0.24422693
 -0.32482135  0.25511405  0.30795422  0.16091746 -0.02450491  0.20912889
 -0.6977303  -0.08850536 -0.1282295  -0.4928403  -0.0479763  -0.38359487
  0.5307447   0.7038259  -0.5380545  -0.27725488  0.26814187  0.37279746
  0.4708729  -0.07844853  0.15165591 -0.15656276 -0.41583103 -0.7144492
  0.6021778  -0.25844085  0.10603538 -0.14393878 -0.38774043 -0.00636964
 -0.00988273  0.22324619  0.21942164 -0.24318007 -0.16325916  0.13245857
 -0.30065343 -0.18061675  0.8687468  -0.17021066  0.06016541  0.1685245 ]"
The Greatest Game Ever Played,"In the 1913 US Open, 20-year-old Francis Ouimet played golf against his idol, 1900 US Open champion, Englishman Harry Vardon.",movie,120 min,"Biography, Drama, Sport","[ 0.48701388 -0.6128137   0.21092872  0.6175945  -0.2960312  -0.6022206
  0.07239355  0.17731608 -0.6291457   0.27372995  0.02978197  0.5479873
  0.37034017 -0.5900754  -0.8417236  -0.37818584 -0.07408904  0.44795132
  0.2779991  -0.41924444 -0.12688005  0.29106325 -0.23804216 -0.30727693
  0.2888679  -0.12520194  0.26694256 -0.29372182  0.02112582  1.006088
  0.0571317   0.03210489 -0.34811956 -0.46262416 -0.8681057  -0.5014616
  0.34576002  0.65102434  0.18198992 -0.16210034  0.15106301  0.06633951
 -0.18300799  0.41873494  0.272724    0.36428243 -0.20833197  0.27947035
  0.08050106  0.39992148  0.11135123  0.90007    -0.24891236  0.21934576
 -0.36980993 -0.2665867   0.10028247  0.1618444   0.30593497  0.33252794
 -0.06006194  0.02793066  0.26250046 -0.22942714  0.20780154 -0.5464395
  0.2201792   0.37058252 -0.49979466 -0.74372774 -0.03091159  0.07645432
  0.2473007  -0.05400886  0.38338408 -0.41914472 -0.14271048 -0.8419086
  0.00254748 -0.2351629  -0.5397321   0.50414884 -0.07628293  0.03300018
  0.21723397  0.06602407  0.10533498 -0.4733109  -0.28958988 -0.05046762
 -0.13388579 -0.36879697  0.09161668  0.11841271  0.589708    0.39119297]"
The Haunted Mansion,"A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected.",movie,88 min,"Comedy, Family, Fantasy, Horror, Mystery","[-0.17490922 -0.61486584  0.29604736  1.1138548  -0.08038912 -0.63571364
  0.04489329  0.05345004 -0.3924009  -0.255892    0.08531002  0.20779194
  0.19611251 -0.35998237 -0.803593   -0.23683213 -0.4674925   1.0142262
  0.75736624 -0.59937733 -0.35350618  0.0838598   0.12051909 -0.31402615
  0.4135077   0.00794546  0.10541429 -0.4806371   0.02780928  1.266816
  0.15454648 -0.2833257  -0.68255943 -0.3633333  -0.44454694 -0.17957921
  0.06960753  0.97388476 -0.24449503  0.4041671  -0.03496498  0.5366563
  0.06896941  0.412128   -0.18440908  0.26637876 -0.37921116  0.3464924
  0.611517    0.32798877 -0.15255211  0.7694016  -0.36955938  0.07678839
 -0.36515152  0.12670457 -0.04013411  0.56965524 -0.2224368   0.25196746
 -0.75107116  0.49954322  0.10841196 -0.46171522  0.15402098 -0.53299576
  0.28705326  0.52848405 -0.4435831  -0.5576581   0.11022907  0.01331494
  0.08847182 -0.10096423  0.23627228 -0.5777773  -0.7360446  -0.8610377
  0.34483472 -0.31033805 -0.5535953   0.15566683 -0.43059802 -0.30073497
  0.08183851  0.61428696  0.41084364 -0.3174121  -0.31573227  0.10699189
 -0.4085019  -0.17292397  0.6079108  -0.08871879 -0.13434274  0.14413397]"
The Hunchback of Notre Dame,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",movie,91 min,"Animation, Drama, Family, Musical, Romance","[ 0.31106007 -0.69734216 -0.34497422  0.6745979  -0.25042087 -0.7648121
  0.79214203 -0.3228033  -0.1475955  -0.0577898   0.1765315  -0.3936425
  0.14708516 -0.23963957 -0.5416986  -0.08438523 -0.11660776  0.9443267
  0.7512541  -0.73429155 -0.5043708   0.1218942   0.17637806  0.17784835
  0.47370863 -0.12087997  0.21906257 -0.3980255   0.05450844  1.0324259
 -0.62057227 -0.5811145  -0.20400062 -0.34008676 -0.6818817  -0.10789959
  0.6007632   1.053751   -0.26236224 -0.12526657 -0.10061238 -0.00328322
 -0.17203283  0.395539    0.2592636   0.8004521  -0.31207782  0.22197108
  0.2153577   0.08574972 -0.5368027   0.35996848 -0.2887225   0.14082405
 -0.6690959  -0.58078015 -0.14221942 -0.02075876  0.11879893  0.16193986
 -0.51680976  0.01339353  0.06510174 -0.79834616 -0.17296252 -0.11199713
  0.67352927  0.74211806 -0.36662403 -0.287031   -0.29222006 -0.1887168
  0.86236    -0.29953742  0.19762084 -0.5405257  -0.43226367 -0.6831385
 -0.01640415 -0.10132928  0.31070024 -0.12191585  0.27515173 -0.14056623
  0.5585392   0.07492987 -0.09670291  0.340032   -0.43095794 -0.05346852
 -0.12964538  0.20025449  0.3960411  -0.33079964  0.06469847  0.2698725 ]"
The Incredibles,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",movie,115 min,"Animation, Action, Adventure, Family","[-0.27092907 -0.103322   -0.3462897   0.6371274   0.18204263 -0.48130107
  0.1010364  -0.22862826 -0.3314577   0.01656415  0.23123333 -0.00815821
  0.09393603 -0.3359354  -0.4586813   0.45609874 -0.9372413   1.0954542
  0.0958356  -0.8303162  -1.0048206  -0.05292339  0.19717693 -0.22604063
  0.7996525  -0.3455959   0.61337614 -0.37585104  0.2258004   1.2567174
  0.27954862 -0.51360524 -0.31631485 -0.8375907  -0.4769863  -0.54556787
  0.46144527  1.8778849  -0.45662022  0.25095403 -0.11263579  0.04358107
 -0.36275786  0.60686094 -0.12439123  0.3759652  -0.28301755  0.1013715
 -0.68840045  0.10592456 -0.02484833  0.5845312  -0.38650817  0.79952955
 -0.2708703  -0.10379733 -0.2636662   0.34237093  0.09067178  0.3204298
 -0.45003152  0.66349846  0.33401826 -0.422405    0.04760662  0.02035329
 -0.03177686 -0.3482188  -0.50432014 -0.46285814 -0.22493234 -0.04307566
  0.24324887  0.03524064  0.1238015  -0.31676006 -0.24569109 -1.2588701
  0.11957273 -0.39784533 -0.2963574  -0.30466703 -0.5480241  -0.01927826
  0.29165488  1.3532629   0.19196972 -0.63744485  0.46969914  0.08780225
 -0.31621134 -0.35638154  0.6402162  -0.16661589  0.13601707  0.22758792]"
The Journey of Natty Gann,"In the 1930s, a tomboy runs away from her guardian to join her single father who is 2,000 miles away, where he has found work.",movie,101 min,"Adventure, Family","[ 0.22084764 -0.6908157   0.11834978  0.7901619  -0.20818996 -0.4352328
  0.55157375  0.11271627  0.13802142  0.11881328  0.00603166 -0.23794551
  0.07751678 -0.46163255 -0.3921473   0.19644561 -0.29484385  0.8497561
  0.6184149  -0.34597087 -0.7414177  -0.03954275 -0.14503394 -0.04762649
  0.5365156  -0.22381616  0.05398493 -0.4094463   0.15460327  0.8696724
 -0.3059945   0.011988   -0.0932401  -0.48532662 -0.6037935  -0.42835864
  0.5174984   0.81996614 -0.09452832  0.06034278 -0.37343162  0.36733204
 -0.45729858  0.22983555  0.1043236   0.18559194 -0.4892149   0.25715375
  0.02897673  0.23748603 -0.42118922  0.4448349  -0.5982734  -0.00519631
 -0.5174133  -0.46270838  0.25556234 -0.21480484 -0.1451412   0.09079354
 -0.55422056  0.0197036  -0.17329282 -0.55219346  0.04512731 -0.12117103
  0.45073614  0.37702495 -0.5160611  -0.3217482  -0.21832208 -0.34211168
  1.0656722  -0.17720357  0.14564085 -0.4779868  -0.30309123 -0.34055573
 -0.22265282 -0.26233163  0.23357603 -0.18759944 -0.15766151 -0.23882699
  0.64908093  0.3525109   0.01980916  0.2574194  -0.2865719   0.23627529
 -0.35780028  0.22425818  0.46200952  0.04934219  0.12992533  0.18066725]"
The Jungle Book,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,movie,78 min,"Animation, Adventure, Family, Musical","[ 0.12831904 -0.95589226  0.711404    0.77543944 -0.04963071 -0.68537503
  0.5441564   0.08606417 -0.3941362   0.007707    0.08703683  0.05361779
  0.33121184 -0.19843344 -0.9319143   0.07941997 -0.42758462  0.4700164
  0.5393668  -0.5534273  -0.5329454  -0.00976535 -0.20552868 -0.21940275
  0.21763496  0.2188658   0.18311577 -0.48327342  0.2540075   1.3326043
 -0.03310484  0.34033403 -0.754091   -0.43700477 -0.63824683 -0.48799196
  0.11345384  1.1965783  -0.41445026  0.54511565 -0.128581    0.48282853
 -0.5107539   0.74572927 -0.14624275  0.55722266 -0.70428896  0.37240827
 -0.03612729  0.27970707 -0.36929718  0.7928903   0.08869755  0.03999849
 -0.29229528 -0.46403226  0.02525502 -0.13148879  0.0223155   0.18609893
 -0.6258347   0.0762573   0.03543134 -0.45536742  0.0803692  -0.6101287
 -0.02699518  0.76533467 -0.63492066 -0.36029693  0.07810905  0.3522607
  0.5274892  -0.168151    0.38475692 -0.6304938  -0.44047722 -0.7586169
  0.20094186 -0.2239021  -0.23724903 -0.00288071 -0.42371514  0.1305647
  0.1138351   0.35815892  0.06033181 -0.3230245  -0.0908004  -0.33082882
 -0.52328557 -0.08066458  0.5505057  -0.12156681 -0.11618181  0.3823627 ]"
The Jungle Book 2,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",movie,72 min,"Animation, Adventure, Family, Musical","[-0.14663166 -0.9937309   0.80972993  0.51079285  0.7764611  -0.5717004
  0.23201022  0.42413527 -0.2839666  -0.02409501 -0.08915032  0.1975022
  0.29387844  0.03033635 -0.6566693   0.16821846 -0.43822452  0.317275
  0.36731428 -0.29062873 -0.6465626   0.2868327   0.02841609  0.05484289
  0.35628974 -0.19957015 -0.04757467 -0.6026503   0.26168704  0.73389494
  0.09837558  0.09260215 -0.3205706  -0.30153322 -0.9031966  -0.47733322
 -0.28427237  1.0084898  -0.17590444  0.44851744 -0.13378987  0.38950917
 -0.16699016  0.3797969  -0.23749831  0.47872156 -0.38112962  0.4694885
 -0.1600371   0.14548707 -0.19858417  0.47623894  0.26076263 -0.13797511
 -0.21953923 -0.6450635  -0.07673822 -0.47904038  0.20772924  0.36047852
 -0.5709577  -0.3340389   0.1621086  -0.4872766  -0.11122851 -0.25921702
 -0.08657208  0.922699   -0.41234145 -0.6197236   0.1889465   0.2868211
  0.182275   -0.3191458   0.23104809 -0.735389   -0.26240695 -0.44384637
  0.22502083  0.31681854 -0.15844372 -0.0354445  -0.47189677 -0.07134154
  0.01316515  0.18827127  0.10085791  0.14542234 -0.2538301   0.05872038
 -0.21249126 -0.06779993  0.27105677  0.2299664  -0.01324301  0.2802595 ]"
The Last Song,"A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",movie,107 min,"Drama, Music, Romance","[ 0.31313756 -1.0073096  -0.11802084  0.6379678  -0.41979957 -0.23644221
  0.09282885 -0.17387249 -0.8001389  -0.2919332   0.23202342  0.23744963
  0.5012579   0.08043609 -0.53843933 -0.1193699  -0.64965385  0.6890154
 -0.25276995 -0.280732   -0.52360386  0.34720993 -0.23428941 -0.09837856
  0.08061891  0.10428949  0.39401945 -0.7896672   0.3177344   1.0068569
  0.32748982  0.04091175 -0.17579325 -0.48385242 -0.23706906 -0.44375205
 -0.4364817   0.91123456 -0.16756575  0.23468067 -0.12039938  1.1173123
 -0.65055186  0.63247216  0.16298942  0.17799045 -0.63820964 -0.22225
 -0.08540627  0.7153788  -0.12657884  1.011402    0.01781549 -0.10451051
  0.01430269  0.12355852 -0.05947512 -0.06993183 -0.2843275   0.25705206
 -0.6753173   0.5587018  -0.28454268 -0.44504234  0.33690813 -0.39320472
  0.32922226  0.445974   -0.55233866 -0.3164838  -0.02842133  0.6976698
  0.29189876 -0.277809    0.00805096  0.03067637 -0.36078408 -0.7295842
  0.56792766 -0.5744219  -0.09263387  0.04823925 -0.36262476 -0.01850009
  0.00350665  0.62393934  0.54938626  0.22747242  0.0107176  -0.3341466
 -0.09105334 -0.06382903  0.24005175 -0.09099074 -0.3537611   0.2230726 ]"
The Lion King,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",movie,118 min,"Animation, Adventure, Drama, Family, Musical","[-1.89076349e-01 -8.15501988e-01  1.08389400e-01  8.20667267e-01
 -3.84714276e-01 -5.48583686e-01  4.37899828e-01  1.63441822e-01
 -2.92216897e-01  2.15142295e-01  6.41728565e-02 -1.99580684e-01
  4.31664377e-01 -8.48533884e-02 -5.47590375e-01  5.84297292e-02
 -4.97974485e-01  4.59937721e-01 -1.73248529e-01 -2.98059136e-01
 -2.49398366e-01  2.71232903e-01 -4.63612080e-02 -1.04286164e-01
  6.69638932e-01  3.29451889e-01  4.51221084e-03 -3.07377726e-01
 -2.94089410e-02  1.16349876e+00 -1.86610315e-02  4.22041148e-01
 -3.86066198e-01 -4.92486626e-01 -7.19112635e-01 -6.86821401e-01
 -4.93085772e-01  7.85417855e-01 -2.56573468e-01  6.41342461e-01
 -3.85806888e-01  8.17041218e-01 -6.29833877e-01  5.85481703e-01
 -2.22297907e-01  1.28435493e-01 -7.83789396e-01  5.35016239e-01
 -5.56132905e-02  6.89119473e-02 -1.58296332e-01  5.51081121e-01
 -1.34678006e-01 -8.32082406e-02  2.71542072e-02 -5.64610302e-01
  2.33141020e-01  5.07160239e-02 -5.11455715e-01  4.08264920e-02
 -7.02228129e-01  1.36663899e-01 -3.25234085e-01 -4.62159514e-01
  2.05751061e-02 -3.56177479e-01 -1.56773224e-01  1.04500186e+00
 -5.62109768e-01 -3.71241331e-01 -6.93692788e-02  2.18509004e-01
  3.58561903e-01  8.35875690e-04  2.98613578e-01 -5.01486599e-01
 -2.57890224e-01 -4.20433789e-01  4.10405964e-01 -2.18816921e-01
 -9.03052762e-02 -4.84287947e-01 -6.33236408e-01  2.22707152e-01
 -1.45147042e-02  4.97956276e-01  1.31590113e-01  1.55666605e-01
  1.70270756e-01  6.29549548e-02 -5.04907846e-01 -1.03152059e-01
  5.82278371e-01  2.84942836e-02  2.64351994e-01  2.84850478e-01]"
The Lion King,"A Lion cub crown prince is tricked by a treacherous uncle into thinking he caused his father's death and flees into exile in despair, only to learn in adulthood his identity and his responsibilities.",movie,88 min,"Animation, Adventure, Drama, Family, Musical","[-1.89076349e-01 -8.15501988e-01  1.08389400e-01  8.20667267e-01
 -3.84714276e-01 -5.48583686e-01  4.37899828e-01  1.63441822e-01
 -2.92216897e-01  2.15142295e-01  6.41728565e-02 -1.99580684e-01
  4.31664377e-01 -8.48533884e-02 -5.47590375e-01  5.84297292e-02
 -4.97974485e-01  4.59937721e-01 -1.73248529e-01 -2.98059136e-01
 -2.49398366e-01  2.71232903e-01 -4.63612080e-02 -1.04286164e-01
  6.69638932e-01  3.29451889e-01  4.51221084e-03 -3.07377726e-01
 -2.94089410e-02  1.16349876e+00 -1.86610315e-02  4.22041148e-01
 -3.86066198e-01 -4.92486626e-01 -7.19112635e-01 -6.86821401e-01
 -4.93085772e-01  7.85417855e-01 -2.56573468e-01  6.41342461e-01
 -3.85806888e-01  8.17041218e-01 -6.29833877e-01  5.85481703e-01
 -2.22297907e-01  1.28435493e-01 -7.83789396e-01  5.35016239e-01
 -5.56132905e-02  6.89119473e-02 -1.58296332e-01  5.51081121e-01
 -1.34678006e-01 -8.32082406e-02  2.71542072e-02 -5.64610302e-01
  2.33141020e-01  5.07160239e-02 -5.11455715e-01  4.08264920e-02
 -7.02228129e-01  1.36663899e-01 -3.25234085e-01 -4.62159514e-01
  2.05751061e-02 -3.56177479e-01 -1.56773224e-01  1.04500186e+00
 -5.62109768e-01 -3.71241331e-01 -6.93692788e-02  2.18509004e-01
  3.58561903e-01  8.35875690e-04  2.98613578e-01 -5.01486599e-01
 -2.57890224e-01 -4.20433789e-01  4.10405964e-01 -2.18816921e-01
 -9.03052762e-02 -4.84287947e-01 -6.33236408e-01  2.22707152e-01
 -1.45147042e-02  4.97956276e-01  1.31590113e-01  1.55666605e-01
  1.70270756e-01  6.29549548e-02 -5.04907846e-01 -1.03152059e-01
  5.82278371e-01  2.84942836e-02  2.64351994e-01  2.84850478e-01]"
The Little Mermaid,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,movie,83 min,"Animation, Family, Fantasy, Musical, Romance","[ 0.3446714  -0.5969637   0.22647662  0.6461708  -0.36935535 -0.4916383
 -0.10311836 -0.25375926 -0.36917606 -0.107341    0.5375035   0.10206
  0.17578834 -0.17164202 -0.22321182 -0.10228762 -0.5018338   0.5048072
 -0.09307131 -0.5707743  -0.7035601   0.23598509 -0.23205577 -0.18424113
  0.24028109  0.35511866  0.4645604  -0.9806362  -0.19351368  0.9379414
  0.26354203  0.03021753 -0.00124921 -0.5792162  -0.5133876  -0.3651532
  0.00349949  0.89006776 -0.29112983  0.07167518 -0.37328935  0.25812373
 -0.3500152   0.5828416  -0.11955313  0.5403859  -0.5457371  -0.3308009
  0.14379151  0.80139405 -0.04849843  0.8002879  -0.4618204   0.12135915
 -0.13984394  0.18383424  0.3321022   0.19193198 -0.11722443  0.565227
 -0.33526954  0.01465803 -0.05883461 -0.9874771   0.30550885 -0.35072204
  0.11545912  0.3332994  -0.25759467 -0.39409864  0.03328224  0.2731399
  0.5241943  -0.2812241  -0.05824826 -0.21678506 -0.46681488 -0.75433224
  0.6661774  -0.56222504 -0.78079575 -0.1594025  -0.3798137  -0.2812918
  0.16066134  0.55836993  0.40288958 -0.19422181  0.23617698 -0.01198774
 -0.04540483 -0.6106667   0.88903505 -0.11553232  0.00526178  0.39404905]"
The Living Desert,Documentary of the lives of flora and fauna in a desert in the US.,movie,69 min,"Family, Documentary","[-0.250344   -0.58153635  0.2981201   1.0374273  -0.0267139  -0.16813315
 -0.07070049 -0.36993995 -0.09704107 -0.42637685  0.14097746  0.09962792
 -0.04674445 -0.47018674 -0.5110338  -0.11173793 -0.5708788   0.84048957
  0.00577575 -0.7182407  -0.37429127  0.40766993  0.06134577 -0.1883974
  0.7264581  -0.11585981  0.01269064 -0.34776977  0.18540363  1.0302447
 -0.05596955 -0.13434443 -0.5333766  -0.36015403 -0.6360254  -0.18040203
 -0.3620322   1.0341601  -0.00639701  0.4525785   0.23799376  0.53514475
 -0.78640574  0.67212653  0.2219717   0.4554824  -0.30574346  0.65213704
  0.13859321  0.03669177 -0.15261199  0.87049174 -0.27839863  0.10473809
 -0.03397256  0.2082506   0.11762508  0.1487935  -0.30840084  0.08106082
 -0.6778662   0.5437815   0.1890492  -0.71857864 -0.42488912 -0.46156228
  0.24881844  0.6075452  -0.3215691  -0.5187647  -0.09920135 -0.00348622
  0.5894833  -0.4977521   0.5028919  -0.6200812  -0.33793536 -1.000362
  0.7577832  -0.2763872   0.17343585  0.13998474 -0.2786371  -0.421803
  0.03585975  0.53729814  0.5880336  -0.31533027 -0.38862196 -0.41124544
 -0.33892974 -0.24339807  0.406641   -0.02744087 -0.28260097  0.36762694]"
Lizzie McGuire,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",movie,94 min,"Adventure, Comedy, Family, Music, Romance","[-0.62419987 -1.2891467   0.63547     0.9088014   0.03061977 -0.2953447
  0.77018523  0.99927247 -0.25545418 -0.18878114  0.06508318  0.14306512
  0.07215472 -0.24952634 -0.6894747   0.14016461 -0.4538805   0.46018
  0.6414169  -1.2029856  -0.36658555  0.544309   -0.37528974 -0.01921333
  0.25048125  0.5399926   0.19007042 -0.19530134  0.02194618  1.241625
 -0.38054898  0.35892528 -0.24486926 -0.09954771 -1.0665319   0.04041219
  0.16918877  0.76726025 -0.69788766 -0.2510491  -0.37095785 -0.29379955
 -0.48344094  0.5234435   0.06793021  0.71532696 -0.40841597 -0.14560348
 -0.03664394 -0.10880446  0.21548066  0.6844839  -0.19870453 -0.692482
 -0.6542899  -0.44593766  0.65151405 -0.14989534  0.3945405   0.32843816
 -0.91711676  0.6543527  -0.17969957 -0.5756042  -0.27539265 -0.05425332
  0.56993127  0.9216007  -0.48053896 -0.6192362  -0.08298588  0.3687672
  1.0023938  -0.08339763  0.13890177 -0.21007417 -0.7330604  -0.82744825
 -0.0141729   0.01405376 -0.9848509   0.688719   -0.31962025 -0.60279214
 -0.67927724  0.10097249  0.34348366 -0.67335993 -0.6098297   0.4041447
 -0.10590707  0.4213925   1.2542286   0.10455365  0.6003217   0.36147326]"
The Love Bug,A race car driver becomes a champion with a Volkswagen Beetle with a mind of its own.,movie,108 min,"Comedy, Family, Sport","[-0.2229097  -0.63878113  0.4285514   0.9267313  -0.06873127 -0.48427305
  0.61284655 -0.04953144 -0.40762615 -0.1493115  -0.27055418 -0.10824082
  0.5439109  -0.27420315 -0.28158596  0.5092216  -0.3938439   0.9622841
  0.34328187 -0.7101202  -0.20232165  0.20042636 -0.3964511  -0.17436093
  0.4872439   0.04723373 -0.15881735  0.10407821  0.20151293  0.9989026
  0.3123165   0.20069917 -0.47075224 -0.40842357 -0.7691596  -0.57293504
 -0.23203325  0.44222963  0.09612413  0.3442587  -0.4239681   0.69887525
 -0.24302793  0.39836887 -0.30427957 -0.23113    -0.9651203   0.11176959
  0.11357331  0.43576327 -0.10561228  0.6213527  -0.20798193  0.09240925
  0.8056309  -0.07992344 -0.11656809  0.11708394 -0.39415383  0.25658783
 -0.71308273  0.23854424 -0.6354781  -0.5397242  -0.25150678 -0.566153
 -0.4287138   0.609199   -0.06012085 -0.60152143 -0.08856795  0.09739279
  0.59325314 -0.19910495  0.50127167 -0.3463614  -0.26146936 -0.8065369
  0.32273677 -0.52101296 -0.38837925 -0.10471029  0.02270271 -0.30993542
  0.56588286  0.9051582  -0.0405208  -0.2969139   0.07139514  0.06079811
 -0.5582481  -0.13029362  0.5469176   0.05009323 -0.10858911  0.41948166]"
The Muppet Christmas Carol,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,movie,85 min,"Comedy, Drama, Family, Fantasy, Musical","[-0.33944193 -0.71285737  0.27231064  0.82007456  0.04058883 -0.7215586
  1.0285246   0.55689573 -0.32958937 -0.10150493 -0.11593783  0.38367647
  0.3162542  -0.6499871  -0.67593795 -0.3461525  -0.56680393  0.7303498
  0.54152215 -0.8889527  -0.67592907  0.32736984 -0.13894567 -0.08452283
  0.18047342  0.34906882 -0.11315551  0.14552236 -0.04356862  1.5376132
 -0.14482316  0.38469905 -0.83184415 -0.31506044 -0.7488667  -0.48238552
  0.02451034  0.99986786 -0.32583106  0.17061855 -0.6065304   0.80574405
 -0.45032993  0.24616991  0.00767069  0.740729   -0.7449236   0.271869
 -0.27464807  0.3469113  -0.15618898  0.51393306 -0.16099405 -0.19461346
 -0.26000506 -0.42888764  0.39321145 -0.24625699 -0.02940866  0.3079924
 -0.3207752   0.05243748 -0.09725022 -0.12310636  0.02705823 -0.15093413
  0.28064957  0.6645251  -0.70925593 -0.71825767 -0.12399036  0.15022388
  0.03360774  0.06810243  0.5096237  -0.4927668  -0.11703295 -0.46703863
  0.21594058 -0.48380023 -0.25000253 -0.3943083  -0.39602065  0.49093723
 -0.00330562  0.4820799   0.262041   -0.14745258 -0.13089544  0.00755239
 -0.25815576 -0.13138294  0.5790545  -0.09472461 -0.10688546  0.19685629]"
